municipio,agencias_bancarias_2024,agua_rede_geral_1991,agua_rede_geral_2000,agua_rede_geral_2010,agua_rede_geral_2022,casas_lotericas_2024,densidade_1991,densidade_2000,densidade_2010,densidade_2022,emprego_formal_estoque_2020,emprego_formal_estoque_2021,emprego_formal_estoque_2022,emprego_formal_estoque_2023,esgoto_rede_geral_1991,esgoto_rede_geral_2000,esgoto_rede_geral_2010,esgoto_rede_geral_2022,estabelecimentos_hospital_2023,estabelecimentos_ubs_2023,focos_queimadas_2022,focos_queimadas_2023,fonte,fpm_2019,fpm_2020,fpm_2021,fpm_2022,fpm_2023,fundeb_2019,fundeb_2020,fundeb_2021,fundeb_2022,fundeb_2023,icms_2019,icms_2020,icms_2021,icms_2022,icms_2023,ideb_anos_finais_2013,ideb_anos_finais_2015,ideb_anos_finais_2017,ideb_anos_finais_2019,ideb_anos_finais_2021,ideb_anos_finais_2023,idhm_1991,idhm_2000,idhm_2010,idhm_educacao_1991,idhm_educacao_2000,idhm_educacao_2010,idhm_longevidade_1991,idhm_longevidade_2000,idhm_longevidade_2010,idhm_renda_1991,idhm_renda_2000,idhm_renda_2010,ipva_2019,ipva_2020,ipva_2021,ipva_2022,ipva_2023,itr_2019,itr_2020,itr_2021,itr_2022,itr_2023,lixo_coletado_1991,lixo_coletado_2000,lixo_coletado_2010,lixo_coletado_2022,pib_per_capita_2017,pib_per_capita_2018,pib_per_capita_2019,pib_per_capita_2020,pib_per_capita_2021,pib_total_2017,pib_total_2018,pib_total_2019,pib_total_2020,pib_total_2021,pop_1991,pop_2000,pop_2010,pop_2022,taxa_alfabetizacao_2000,taxa_alfabetizacao_2010,taxa_alfabetizacao_2022,taxa_urbanizacao_1991,taxa_urbanizacao_2000,taxa_urbanizacao_2010,taxa_urbanizacao_2022,transferencias_total_2019,transferencias_total_2020,transferencias_total_2021,transferencias_total_2022,transferencias_total_2023,vab_agropecuaria_2017,vab_agropecuaria_2018,vab_agropecuaria_2019,vab_agropecuaria_2020,vab_agropecuaria_2021,vab_industria_2017,vab_industria_2018,vab_industria_2019,vab_industria_2020,vab_industria_2021,vab_servicos_2017,vab_servicos_2018,vab_servicos_2019,vab_servicos_2020,vab_servicos_2021,versao_extrator
abreulandia,,3.0,247.0,433.0,544.0,,,,,,1.0,101.0,97.0,129.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1689477.0,2038059.0,2595378.0,3387458.0,3512094.0,2087763.0,2608274.0,3648665.0,3906793.0,5247147.0,,,,,,,0.215,0.454,0.665,0.039,0.26,0.502,0.604,0.713,0.835,0.42,0.506,0.7,93304.0,90562.0,125457.0,140486.0,171678.0,86993.0,113927.0,131242.0,186924.0,185536.0,,,,,21967.55,20442.01,20923.8,29457.86,42979.98,56479.0,52413.0,53962.0,76414.0,112135.0,,,,,,,,,,,,7838843.0,7949325.0,10428775.0,13297750.0,13748957.0,26897.0,23789.0,24147.0,42752.0,74730.0,1467.0,1243.0,1748.0,2204.0,2743.0,17708.0,18413.0,19025.0,20880.0,23145.0,9.0
aguiarnopolis,,3.0,507.0,1145.0,1242.0,,,,,,1.0,1123.0,1296.0,1358.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,4055998.0,3793152.0,4627571.0,6427673.0,7206098.0,5697825.0,4118955.0,5933454.0,8008850.0,7769992.0,,,,,,,0.295,0.466,0.657,0.097,0.297,0.571,0.55,0.666,0.804,0.48,0.513,0.618,268146.0,260932.0,312204.0,326275.0,402685.0,21087.0,22269.0,12864.0,14060.0,16602.0,,,,,19665.35,19012.17,24197.62,23862.0,23475.65,127038.0,124948.0,162923.0,164457.0,165480.0,,,,,76.1,82.9,90.3,,,,,10145009.0,9617544.0,12345823.0,16170222.0,17275058.0,23251.0,8518.0,14217.0,16719.0,17292.0,5862.0,10096.0,18677.0,22948.0,21956.0,38065.0,41282.0,46059.0,46669.0,51231.0,9.0
alianca_do_tocantins,,3.0,672.0,1042.0,1248.0,,4.4,3.9,3.6,3.3,1.0,370.0,404.0,442.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2830384.0,3212765.0,4612836.0,5149707.0,5247017.0,2222637.0,3623898.0,5299053.0,5992661.0,8481011.0,,,,,,,0.38,0.544,0.663,0.17,0.406,0.596,0.632,0.715,0.801,0.511,0.556,0.61,304022.0,305839.0,358640.0,409197.0,494647.0,217715.0,242747.0,262960.0,398172.0,505808.0,458.0,865.0,1362.0,1585.0,21010.66,19051.6,20298.43,28878.67,116268.4,116126.0,103526.0,109409.0,154385.0,616571.0,6883.0,6177.0,5671.0,5147.0,83.6,85.6,89.7,57.2,82.9,83.9,84.5,9114510.0,9256144.0,12580045.0,15274405.0,15804778.0,51617.0,24073.0,26734.0,39222.0,472909.0,4306.0,3976.0,6452.0,5678.0,6296.0,31946.0,34503.0,37427.0,38658.0,43473.0,9.0
almas,,3.0,170.0,1067.0,1479.0,,1.9,2.1,1.9,1.6,1.0,403.0,370.0,494.0,31.0,4.0,19.0,8.0,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,4792619.0,4908770.0,5770628.0,7564752.0,8209934.0,2806526.0,2803683.0,3766743.0,4260899.0,3892953.0,,,,,,,0.263,0.42,0.636,0.076,0.212,0.524,0.559,0.657,0.796,0.428,0.532,0.616,223233.0,232554.0,255075.0,386288.0,350050.0,111227.0,129285.0,162922.0,297308.0,231012.0,,,,,20813.37,21290.53,24369.55,25582.74,39643.82,151376.0,151823.0,171927.0,178542.0,273741.0,7652.0,8474.0,7586.0,6499.0,76.7,78.2,84.6,45.9,65.8,79.2,81.5,10972643.0,10840636.0,13639041.0,17590465.0,18493270.0,78463.0,79923.0,93434.0,97369.0,183498.0,7219.0,4165.0,4322.0,4530.0,6912.0,39748.0,43155.0,45597.0,48290.0,51963.0,9.0
alvorada,,3.0,549.0,1419.0,2485.0,,8.2,7.0,6.9,7.3,1.0,1141.0,1240.0,1451.0,,,,,1.0,5.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,5914439.0,6630996.0,8160180.0,9229101.0,10710402.0,14522220.0,16029765.0,19791585.0,20427857.0,22167913.0,,,,,,,0.471,0.578,0.708,0.256,0.407,0.623,0.641,0.725,0.843,0.636,0.655,0.677,891293.0,992857.0,1187433.0,1507700.0,2152218.0,168154.0,237597.0,304644.0,337253.0,449715.0,642.0,1321.0,2349.0,2935.0,38947.52,35423.06,39841.69,48219.43,56569.78,331677.0,298510.0,335148.0,404850.0,474111.0,9868.0,8508.0,8374.0,8802.0,81.4,89.8,91.2,56.9,92.2,92.7,94.5,12153179.0,12672733.0,16171378.0,19296456.0,21212784.0,50989.0,61609.0,47865.0,97394.0,152194.0,96845.0,40099.0,45674.0,40286.0,42885.0,46752.0,50487.0,56779.0,60857.0,65048.0,9.0
ananas,,3.0,172.0,1671.0,2227.0,,7.5,6.6,6.3,6.5,1.0,437.0,457.0,457.0,,,,,1.0,3.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,11785372.0,6315648.0,6574066.0,7413156.0,8592675.0,12146869.0,3408532.0,3305436.0,3765453.0,3958849.0,3965104.0,,,,,,,0.295,0.496,0.671,0.096,0.334,0.605,0.585,0.669,0.804,0.457,0.547,0.621,415161.0,413367.0,484244.0,551984.0,631744.0,82446.0,103671.0,104966.0,119683.0,132666.0,,,,,12810.92,13606.01,15548.98,14721.53,16933.69,124894.0,130713.0,148477.0,139737.0,159769.0,11851.0,10512.0,9865.0,10325.0,76.7,80.7,86.4,50.5,79.9,82.6,75.2,12470347.0,12483215.0,15225512.0,18443704.0,24069010.0,30399.0,29897.0,35099.0,28960.0,42527.0,3600.0,3661.0,4576.0,4313.0,4488.0,53349.0,58962.0,63996.0,64719.0,69558.0,9.0
angico,,3.0,478.0,637.0,714.0,,,,,,1.0,99.0,104.0,102.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2289897.0,2204591.0,2657773.0,2832577.0,3372967.0,1441223.0,1670983.0,1478002.0,1873341.0,2121387.0,,,,,,,0.235,0.485,0.648,0.061,0.327,0.612,0.562,0.659,0.773,0.379,0.531,0.576,129300.0,102462.0,126439.0,140281.0,147737.0,31269.0,40382.0,53621.0,48162.0,52039.0,,,,,10365.3,10437.91,11503.46,12025.54,13892.42,35480.0,35666.0,39491.0,41536.0,48276.0,,,,,79.6,82.4,89.4,,,,,8384730.0,8043307.0,10414199.0,12605114.0,13476534.0,6619.0,5453.0,6157.0,7361.0,10234.0,1333.0,1089.0,1260.0,1565.0,1661.0,20773.0,22789.0,25195.0,25907.0,28758.0,9.0
aparecida_do_rio_negro,,3.0,94.0,558.0,949.0,,2.8,3.0,3.6,4.2,1.0,330.0,339.0,373.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,4170652.0,4467168.0,5508580.0,7137067.0,7375562.0,1861240.0,1951529.0,3553075.0,4484877.0,5049689.0,4.0,4.1,5.0,4.6,4.3,4.7,0.373,0.479,0.651,0.174,0.326,0.588,0.612,0.659,0.791,0.487,0.513,0.593,193358.0,219009.0,274288.0,360997.0,419185.0,94862.0,107172.0,77503.0,118832.0,181849.0,10.0,177.0,919.0,1303.0,19350.84,21585.46,26529.45,42998.68,52216.34,91452.0,102337.0,127209.0,208458.0,255912.0,3266.0,3517.0,4213.0,4856.0,80.7,85.1,89.0,62.2,73.6,78.6,73.7,10330917.0,10374245.0,13289939.0,16981922.0,17609271.0,40163.0,47620.0,56742.0,126169.0,161633.0,3405.0,3135.0,3756.0,4973.0,6608.0,29952.0,32501.0,34355.0,37022.0,41229.0,9.0
aragominas,,3.0,536.0,781.0,1006.0,,,,,,1.0,172.0,165.0,186.0,,,,,,3.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3084428.0,2962739.0,3691932.0,4788547.0,5162477.0,1749451.0,1901151.0,2332053.0,2063605.0,2630866.0,,,,,,,0.32,0.402,0.593,0.115,0.21,0.461,0.604,0.667,0.739,0.47,0.463,0.611,141549.0,155734.0,181004.0,203542.0,254818.0,43205.0,50368.0,75786.0,112717.0,129006.0,,,,,10783.07,10923.95,11792.17,13641.02,17255.24,63243.0,63206.0,67899.0,78177.0,98441.0,,,,,69.7,76.2,82.8,,,,,9194530.0,8814162.0,11472255.0,14628253.0,15343529.0,18248.0,18009.0,18964.0,25583.0,43334.0,1371.0,1213.0,1777.0,1556.0,1784.0,33766.0,35447.0,38261.0,41152.0,42908.0,9.0
araguacema,,3.0,218.0,749.0,1113.0,,2.3,2.0,2.3,2.1,1.0,380.0,370.0,415.0,31.0,2.0,2.0,17.0,1.0,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,4965746.0,5368849.0,6122057.0,6867849.0,7351692.0,2156778.0,2334249.0,3861271.0,5266085.0,6860972.0,,,,,,,0.32,0.477,0.639,0.104,0.282,0.553,0.628,0.684,0.805,0.502,0.561,0.587,146574.0,146968.0,181875.0,216784.0,282519.0,246845.0,339935.0,232229.0,261470.0,326731.0,297.0,463.0,839.0,1414.0,19011.53,18025.96,20262.12,36138.36,33261.2,133138.0,126470.0,143577.0,258570.0,240246.0,6394.0,5414.0,6317.0,5927.0,78.4,83.6,87.4,46.2,56.0,46.3,47.6,11281170.0,11511351.0,14059886.0,16858043.0,17730821.0,64055.0,53912.0,60671.0,162374.0,148350.0,3540.0,3226.0,4436.0,7158.0,6923.0,40481.0,44938.0,49305.0,50488.0,54963.0,9.0
araguacu,,3.0,564.0,1028.0,1742.0,,2.5,1.8,1.7,1.6,1.0,886.0,890.0,1010.0,31.0,2.0,6.0,11.0,1.0,3.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,5104130.0,5277443.0,6358921.0,7589289.0,8058353.0,5226706.0,5362824.0,6808789.0,7921470.0,9505896.0,5.0,5.4,5.8,5.6,5.2,5.1,0.332,0.542,0.675,0.118,0.388,0.602,0.571,0.666,0.796,0.542,0.615,0.642,538594.0,568670.0,680990.0,914647.0,1047900.0,691840.0,851850.0,2169508.0,2071520.0,2484533.0,,,,,21455.16,22370.86,52779.38,32289.77,41464.68,186488.0,191651.0,449522.0,273397.0,349050.0,12712.0,9346.0,8786.0,8133.0,80.0,85.5,88.9,42.7,66.9,66.9,67.9,11866765.0,11933567.0,16235042.0,19390967.0,20595561.0,77156.0,77490.0,308552.0,137347.0,200286.0,5994.0,5835.0,7431.0,7422.0,8542.0,50352.0,54560.0,58973.0,61239.0,64899.0,9.0
araguaina,,3.0,7039.0,23251.0,40836.0,,25.8,28.3,37.6,42.8,1.0,27920.0,29670.0,32465.0,31.0,678.0,4390.0,13802.0,4.0,22.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),63859734.0,61015033.0,81083786.0,102546056.0,105209644.0,100083172.0,102312016.0,128600526.0,141153928.0,162022015.0,56671921.0,62688489.0,79818218.0,83806807.0,99251710.0,,,,,,,0.451,0.58,0.752,0.23,0.431,0.712,0.647,0.708,0.821,0.616,0.638,0.727,28186141.0,31766863.0,36003940.0,41652356.0,50506765.0,794598.0,741314.0,870964.0,1651044.0,2221382.0,6914.0,22725.0,40336.0,54924.0,23531.07,24580.15,26148.09,25915.36,28129.89,4140528.0,4363395.0,4718947.0,4752385.0,5239050.0,103315.0,113143.0,150484.0,171301.0,87.5,91.4,93.7,81.9,93.6,95.0,97.2,165137399.0,164405815.0,210778043.0,245697899.0,269522473.0,54222.0,54041.0,58635.0,78094.0,112274.0,598214.0,520175.0,577186.0,487857.0,521090.0,959058.0,1069316.0,1181598.0,1228059.0,1341819.0,9.0
araguana,,3.0,210.0,1054.0,1031.0,,,,,,1.0,323.0,323.0,347.0,31.0,1.0,29.0,45.0,,3.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3105725.0,3202659.0,3874427.0,4299893.0,4882430.0,2257248.0,1955133.0,2959497.0,3442378.0,4450672.0,,,,,,,0.28,0.388,0.604,0.083,0.153,0.473,0.609,0.667,0.756,0.436,0.571,0.617,147022.0,167855.0,160495.0,200262.0,220338.0,110183.0,144641.0,158333.0,173085.0,192722.0,,,,,11460.82,11481.44,12187.14,13463.14,17393.75,64696.0,65019.0,69820.0,77992.0,101858.0,,,,,79.8,82.2,87.3,,,,,9282598.0,9148288.0,11737330.0,14200111.0,15127233.0,16764.0,14680.0,15164.0,20413.0,39949.0,2327.0,2595.0,2806.0,3083.0,3245.0,32879.0,35880.0,38703.0,41114.0,45417.0,9.0
araguatins,,3.0,471.0,3236.0,5924.0,,10.6,9.9,11.9,12.1,1.0,1347.0,1367.0,1954.0,31.0,3.0,41.0,59.0,1.0,10.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),16126920.0,15426490.0,20517413.0,25895394.0,26796824.0,18299520.0,18748563.0,22947744.0,30092067.0,29543032.0,4082721.0,3900544.0,4460344.0,6418073.0,7229710.0,,,,,,,0.301,0.432,0.631,0.11,0.24,0.525,0.541,0.653,0.793,0.457,0.516,0.604,1477620.0,1571651.0,1783284.0,1913394.0,2323785.0,22111.0,22641.0,40573.0,29620.0,48131.0,857.0,2716.0,5003.0,7354.0,11096.64,12028.08,12494.63,12776.41,14472.16,390779.0,425144.0,446821.0,462123.0,529290.0,27861.0,26010.0,31329.0,31918.0,76.8,80.2,85.3,45.5,60.7,64.3,71.1,34527692.0,34264266.0,43549493.0,56085039.0,56401579.0,34862.0,34784.0,38467.0,53868.0,97870.0,17029.0,17336.0,20477.0,16143.0,19065.0,190905.0,211508.0,227508.0,236445.0,244204.0,9.0
arapoema,,3.0,310.0,1137.0,1545.0,,9.0,4.5,4.3,3.6,1.0,1167.0,3725.0,1707.0,31.0,2.0,17.0,93.0,1.0,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,4135639.0,4127569.0,4905353.0,5590395.0,6006393.0,2665966.0,2667191.0,3008821.0,3630670.0,4428937.0,,,,,,,0.318,0.48,0.68,0.106,0.275,0.601,0.586,0.678,0.81,0.517,0.592,0.645,389543.0,430772.0,465041.0,558168.0,684204.0,185757.0,212529.0,236629.0,277710.0,295480.0,390.0,1082.0,1478.0,1707.0,14720.88,43209.63,27233.01,53927.67,49244.74,99454.0,288208.0,180909.0,356785.0,324523.0,13964.0,7025.0,6742.0,5550.0,76.2,82.6,87.2,36.0,78.3,80.9,78.5,10389529.0,10142183.0,12847189.0,15596125.0,16354124.0,28829.0,27497.0,28546.0,39715.0,60824.0,4061.0,173233.0,70072.0,224518.0,170127.0,35137.0,39869.0,43658.0,44974.0,48895.0,9.0
arraias,,3.0,639.0,1618.0,2131.0,,2.2,1.9,1.8,1.8,1.0,654.0,572.0,623.0,31.0,6.0,18.0,10.0,1.0,6.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),8063460.0,7713245.0,10258707.0,12947697.0,13398412.0,6419670.0,6628584.0,8087474.0,10245313.0,10430948.0,2592231.0,3525045.0,5043304.0,5185380.0,4794875.0,,,,,,,0.338,0.474,0.651,0.123,0.261,0.523,0.593,0.708,0.829,0.529,0.575,0.636,361454.0,367407.0,460651.0,482064.0,540875.0,192306.0,211068.0,142179.0,172647.0,226464.0,,,,,14885.94,17502.08,19790.33,18553.98,21263.55,159682.0,185540.0,209124.0,195448.0,223310.0,12884.0,10984.0,10645.0,10287.0,69.0,79.1,83.7,42.8,55.9,69.2,69.2,14705207.0,14577754.0,18504560.0,23390652.0,24060812.0,35034.0,35787.0,40912.0,56694.0,82975.0,11465.0,12617.0,26727.0,8122.0,8818.0,61448.0,66703.0,70640.0,73922.0,76999.0,9.0
augustinopolis,,3.0,543.0,2112.0,3700.0,,26.5,33.3,40.4,45.0,1.0,999.0,975.0,1252.0,31.0,89.0,371.0,644.0,1.0,6.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),12095190.0,11569868.0,15388060.0,19421546.0,20097618.0,10387611.0,11103701.0,13773585.0,14566371.0,15304789.0,3448256.0,3308432.0,4032429.0,4558599.0,5126322.0,,,,,,,0.297,0.462,0.67,0.105,0.286,0.619,0.517,0.653,0.793,0.483,0.527,0.614,932817.0,1033726.0,1222918.0,1369008.0,1553563.0,4158.0,4783.0,4132.0,4244.0,4907.0,387.0,1815.0,3186.0,5096.0,13046.5,13929.32,15239.27,15479.24,16169.5,235998.0,253207.0,280585.0,288579.0,305118.0,10313.0,12964.0,15950.0,17484.0,72.6,77.7,86.7,81.7,78.9,82.6,86.4,22534691.0,22718518.0,29192185.0,34033184.0,35415520.0,11887.0,11447.0,12423.0,17001.0,27450.0,19713.0,14930.0,18616.0,17285.0,18659.0,97158.0,106669.0,120021.0,121697.0,130909.0,9.0
aurora_do_tocantins,,3.0,161.0,524.0,802.0,,6.7,4.5,4.6,4.8,1.0,57.0,56.0,62.0,31.0,5.0,7.0,23.0,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1202457.0,1279765.0,1665434.0,1982267.0,3039517.0,1111434.0,1418563.0,1662258.0,1671370.0,2488408.0,,,,,,,0.355,0.486,0.677,0.164,0.341,0.57,0.588,0.678,0.804,0.463,0.497,0.676,96973.0,85132.0,113837.0,146983.0,186474.0,14116.0,17012.0,12896.0,22911.0,23419.0,,,,,10969.68,11277.32,12492.61,13545.95,15438.7,40972.0,42076.0,46935.0,51244.0,58806.0,4663.0,3101.0,3446.0,3342.0,73.6,79.0,83.8,41.0,63.2,72.0,68.0,7280574.0,7095483.0,9381384.0,11729940.0,13114541.0,9941.0,9611.0,10028.0,13687.0,19176.0,1716.0,1748.0,2154.0,1530.0,1855.0,21536.0,23033.0,25803.0,26958.0,28400.0,9.0
axixa_do_tocantins,,3.0,164.0,1203.0,2237.0,,65.0,57.5,61.8,66.8,1.0,214.0,215.0,258.0,31.0,28.0,562.0,1210.0,,5.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,11785372.0,12637787.0,13712499.0,15604210.0,19968907.0,23556626.0,1411635.0,1733970.0,2193524.0,1782100.0,1883581.0,,,,,,,0.261,0.432,0.627,0.093,0.282,0.566,0.49,0.607,0.733,0.391,0.471,0.595,321635.0,331829.0,367162.0,388740.0,452268.0,5331.0,6004.0,9043.0,9668.0,3847.0,140.0,850.0,1667.0,2268.0,10622.11,12381.51,13660.01,12747.57,14372.21,103842.0,120410.0,133267.0,124760.0,141092.0,9981.0,8827.0,9275.0,10262.0,68.6,76.1,84.7,64.8,85.6,82.2,82.5,18715502.0,19524191.0,23320852.0,29710334.0,35350037.0,9631.0,17607.0,18576.0,15534.0,21290.0,2930.0,3420.0,3987.0,3456.0,3740.0,61784.0,67118.0,72806.0,72116.0,81195.0,9.0
babaculandia,,3.0,892.0,1265.0,1440.0,,5.1,5.8,5.8,4.4,1.0,695.0,697.0,729.0,31.0,4.0,8.0,70.0,,6.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),8063460.0,7713245.0,10258707.0,12947697.0,13398412.0,5689433.0,5752332.0,7091264.0,8372339.0,8769720.0,1657169.0,1838691.0,2466494.0,2604720.0,2761453.0,,,,,,,0.265,0.397,0.642,0.084,0.21,0.568,0.523,0.659,0.792,0.424,0.453,0.589,237697.0,221354.0,331301.0,333352.0,382586.0,35224.0,57267.0,65861.0,79699.0,86544.0,3.0,316.0,1163.0,1509.0,9563.67,9853.64,10550.3,11966.85,14880.15,102829.0,105060.0,112508.0,127638.0,158741.0,9073.0,10329.0,10424.0,7880.0,77.2,79.4,83.0,35.7,41.0,47.3,52.1,13817960.0,13547802.0,17432126.0,21424910.0,22259703.0,25031.0,23559.0,24635.0,34178.0,57534.0,3393.0,3767.0,3666.0,4719.0,5336.0,57718.0,62182.0,66965.0,69117.0,75749.0,9.0
barrolandia,,3.0,282.0,1026.0,1301.0,,9.4,7.3,7.5,7.0,1.0,193.0,214.0,224.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3580347.0,3650169.0,4198760.0,5348446.0,5692522.0,2147105.0,2936917.0,3654859.0,2745923.0,3078339.0,,,,,,,0.331,0.497,0.642,0.116,0.302,0.541,0.64,0.715,0.817,0.49,0.569,0.6,278074.0,295440.0,334677.0,391765.0,477835.0,19378.0,21667.0,24566.0,34733.0,54994.0,2.0,717.0,1296.0,1494.0,14889.28,16714.35,16999.64,18921.02,21523.42,84020.0,93834.0,95742.0,106923.0,122016.0,6525.0,5082.0,5349.0,4846.0,78.9,84.0,85.8,61.5,82.4,83.7,84.0,9666363.0,9472729.0,11927795.0,15110111.0,15799554.0,15641.0,15215.0,15845.0,23304.0,32502.0,3373.0,8930.0,6478.0,5181.0,5680.0,33360.0,36021.0,39248.0,41299.0,44299.0,9.0
bom_jesus_do_tocantins,,3.0,255.0,702.0,1039.0,,,,,,1.0,118.0,180.0,194.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3354564.0,3509109.0,4196481.0,4534926.0,5156730.0,1182922.0,1327664.0,1722979.0,1878946.0,2181303.0,,,,,,,0.24,0.396,0.66,0.061,0.172,0.555,0.593,0.711,0.833,0.38,0.508,0.621,119947.0,158275.0,179186.0,186016.0,236807.0,31260.0,35286.0,39791.0,41362.0,67453.0,,,,,13450.47,15489.3,27401.36,25194.13,27228.47,63217.0,74023.0,134102.0,126172.0,139410.0,,,,,71.0,85.0,87.9,,,,,9451257.0,9344394.0,11940240.0,14302546.0,15276093.0,21947.0,27295.0,79550.0,71614.0,83369.0,4133.0,6585.0,3682.0,3407.0,3909.0,26806.0,29511.0,33394.0,35318.0,38199.0,9.0
brasilandia_do_tocantins,,3.0,279.0,520.0,516.0,,,,,,1.0,103.0,108.0,118.0,31.0,1.0,31.0,23.0,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1337810.0,1770961.0,1864328.0,2399992.0,2506705.0,1479261.0,1848397.0,2294995.0,2242993.0,2296667.0,,,,,,,0.297,0.505,0.684,0.086,0.343,0.601,0.62,0.697,0.831,0.491,0.538,0.64,86283.0,81572.0,107000.0,122235.0,125901.0,130150.0,132445.0,137623.0,170597.0,224227.0,,,,,17503.91,18740.33,18960.91,24860.7,34054.21,38491.0,41060.0,41733.0,54967.0,75634.0,,,,,80.8,83.2,86.6,,,,,7529813.0,7700307.0,9703816.0,12293507.0,12782169.0,7372.0,6874.0,8394.0,9796.0,13936.0,993.0,1084.0,1156.0,1016.0,1408.0,15532.0,17474.0,17340.0,17835.0,21095.0,9.0
brejinho_de_nazare,,3.0,92.0,588.0,942.0,,4.0,2.8,3.0,2.7,1.0,318.0,365.0,391.0,,,,,1.0,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3887795.0,3996974.0,4556786.0,5141436.0,5905867.0,2160528.0,2598307.0,3938390.0,5696363.0,6172694.0,3.7,3.5,4.4,4.8,4.6,4.7,0.346,0.487,0.686,0.156,0.304,0.619,0.566,0.699,0.82,0.468,0.544,0.635,201723.0,209225.0,230142.0,260173.0,344507.0,341236.0,434725.0,552203.0,703400.0,980513.0,14.0,495.0,1146.0,1367.0,28086.67,35355.34,30940.35,40321.83,49268.03,154449.0,193570.0,170079.0,222536.0,272945.0,6828.0,4877.0,5185.0,4725.0,79.1,83.4,86.0,48.8,78.5,80.9,79.4,10295473.0,10232433.0,12813358.0,15571616.0,16938387.0,96548.0,131827.0,100120.0,149980.0,195158.0,3648.0,3676.0,4111.0,4131.0,5251.0,32476.0,35527.0,38858.0,39901.0,44226.0,9.0
